분류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,구글코드
코스피,황금에스티,032560,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,김종현,http://www.hwangkum.com,경기도,KRX:032560
코스피,하이트진로,000080,알코올음료 제조업,소주,2009-10-19,12월,김인규,http://www.hitejinro.com,서울특별시,KRX:000080
코스피,동양생명,082640,보험업,생명보험,2009-10-08,12월,구한서,http://www.myangel.co.kr,서울특별시,KRX:082640
코스피,쌍용머티리얼,047400,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,"김진영, 이우선",http://ssym.com,대구광역시,KRX:047400
코스피,형지엘리트,093240,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매",2009-09-28,06월,최병오,http://www.elitebasic.co.kr,서울특별시,KRX:093240
코스피,키움증권,039490,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",2009-08-03,12월,권용원,http://www.kiwoom.com,서울특별시,KRX:039490
코스피,영원무역,111770,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,,서울특별시,KRX:111770
코스피,아주캐피탈,033660,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스",2009-06-25,12월,오화경,http://www.ajucapital.co.kr,대전광역시,KRX:033660
코스피,한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",2009-06-23,12월,"윤요현, 박서영",http://www.hanmiparsons.com,서울특별시,KRX:053690
코스피,동아지질,028100,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",2009-06-12,12월,"이정우, 최재우",http://www.dage.co.kr,부산광역시,KRX:028100
코스피,중국원양자원,900050,기타 금융업,지주회사,2009-05-22,12월,장화리,http://www.chinaocean.co.kr,홍콩,KRX:900050
코스피,STX중공업,071970,일반 목적용 기계 제조업,"조선기자재, 기계부품, 엔진산업환경발전설비, 플랜트(EPC)",2009-05-15,12월,정태화,http://www.stxhi.co.kr,경상남도,KRX:071970
코스피,LG하우시스,108670,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,오장수,http://www.lghausys.com,서울특별시,KRX:108670
코스피,한세실업,105630,봉제의복 제조업,의류 완제품,2009-03-20,12월,"이용백, 김익환",http://www.hansae.com,서울특별시,KRX:105630
코스피,KGP,109070,"골판지, 종이 상자 및 종이용기 제조업","크라프트지,박엽지",2009-03-17,12월,"최우식, 곽종윤",http://www.k-paper.kr,경기도,KRX:109070
코스피,미원홀딩스,107590,기초 화학물질 제조업,도료첨가제,2009-03-02,12월,"김정돈, 양종상",,경기도,KRX:107590
코스피,NAVER,035420,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,한성숙,http://www.navercorp.com,경기도,KRX:035420
코스피,부국철강,026940,1차 철강 제조업,철강,2008-10-14,12월,남상규/손일호,http://www.bks.co.kr,광주광역시,KRX:026940
코스피,KB금융,105560,기타 금융업,-,2008-10-10,12월,윤종규,http://www.kbfg.com,서울특별시,KRX:105560
코스피,한국철강,104700,1차 철강 제조업,철근. 단조강. 파이프,2008-09-29,12월,"장세홍, 조완제",http://www.kisco.co.kr,경상남도,KRX:104700
코스피,일진전기,103590,절연선 및 케이블 제조업,,2008-08-01,12월,"허정석,김희수",,경기도,KRX:103590
코스피,풍산,103140,1차 비철금속 제조업,,2008-07-30,12월,"류진, 최한명",http://www.poongsan.co.kr,경기도,KRX:103140
코스피,LG이노텍,011070,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,박종석,http://www.lginnotek.co.kr,서울특별시,KRX:011070
코스피,명문제약,017180,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,"우석민, 박춘식",http://www.mmpharm.co.kr,경기도,KRX:017180
코스피,비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급",2008-06-30,12월,양태회,http://www.visang.com,서울특별시,KRX:100220
코스피,동성코퍼레이션,102260,회사 본부 및 경영 컨설팅 서비스업,,2008-06-23,12월,박충열,http://www.dongsungholdings.com,부산광역시,KRX:102260
코스피,쌍방울,102280,봉제의복 제조업,,2008-06-10,12월,양선길,http://www.sbw.co.kr,서울특별시,KRX:102280
코스피,LG유플러스,032640,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,권영수,http://www.uplus.co.kr,서울특별시,KRX:032640
코스피,아티스,101140,생활용품 도매업,"신발,의류,스포츠용품 도매,제조",2008-04-02,12월,단독대표이사 최무형,http://www.arthis.co.kr,경기도,KRX:101140
코스피,아시아나항공,020560,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,"박삼구, 김수천 (각자 대표이사)",http://www.flyasiana.com,서울특별시,KRX:020560
코스피,SBS미디어홀딩스,101060,기타 금융업,지주회사,2008-03-24,12월,"윤석민, 이웅모 (각자 대표이사)",http://www.sbsmedia.co.kr,서울특별시,KRX:101060
코스피,S&TC,100840,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,정원휘,http://www.hisnt.com,경상남도,KRX:100840
코스피,진양홀딩스,100250,기타 금융업,"투자,경영컨설팅",2008-02-15,12월,"양규모, 임규호, 양준영",http://cyholdings.kr,부산광역시,KRX:100250
코스피,하나니켈1호,099340,신탁업 및 집합투자업,투자신탁,2008-02-01,02월,하나UBS자산운용(주),,서울특별시,KRX:099340
코스피,하나니켈2호,099350,신탁업 및 집합투자업,투자신탁,2008-02-01,02월,하나UBS자산운용(주),,서울특별시,KRX:099350
코스피,엔케이,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,"김경훈,천남주",http://www.nkcf.com,부산광역시,KRX:085310
코스피,한전KPS,051600,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,정의헌,http://www.kps.co.kr,전라남도,KRX:051600
코스피,이아이디,093230,기타 전문 도매업,"무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",2007-11-01,12월,김원욱,http://www.e-film.co.kr,경기도,KRX:093230
코스피,기신정기,092440,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시,KRX:092440
코스피,KSS해운,044450,해상 운송업,"특수화물해상운송(케이컬,액화가스,냉동.냉장화물),선박대여",2007-10-26,12월,이대성,,서울특별시,KRX:044450
코스피,효성 ITX,094280,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매",2007-10-25,12월,남경환,http://www.hyosungitx.com,서울특별시,KRX:094280
코스피,유나이티드,033270,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조",2007-10-23,12월,강덕영,http://www.kup.co.kr,세종특별자치시,KRX:033270
코스피,디아이씨,092200,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,"김성문, 김정렬 (각자 대표이사)",http://dicorp.co.kr,울산광역시,KRX:092200
코스피,CJ제일제당,097950,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 김철하 (각자 대표이사)",http://www.cj.co.kr,서울특별시,KRX:097950
코스피,팬오션,028670,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21,12월,"김홍국, 추성엽(각자 대표이사)",http://www.panocean.com,서울특별시,KRX:028670
코스피,한진중공업,097230,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,안진규,http://www.hanjinsc.com,부산광역시,KRX:097230
코스피,JW홀딩스,096760,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 전재광",http://jw-holdings.co.kr,서울특별시,KRX:096760
코스피,SK이노베이션,096770,기타 금융업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,김준,http://www.SKinnovation.com,서울특별시,KRX:096770
코스피,삼성카드,029780,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",2007-06-27,12월,원기찬,http://www.samsungcard.co.kr,서울특별시,KRX:029780
코스피,베트남개발1,096300,신탁업 및 집합투자업,투자신탁,2007-06-13,02월,한국투자신탁운용(주),,서울특별시,KRX:096300
코스피,알루코,001780,1차 비철금속 제조업,"알루미늄제품,샷시 제조",2007-06-07,12월,"김택동, 박석봉(각자 대표이사)",http://www.dygc.co.kr,대전광역시,KRX:001780
코스피,웅진씽크빅,095720,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31,12월,윤새봄,http://www.wjthinkbig.com,경기도,KRX:095720
코스피,맵스리얼티1,094800,신탁업 및 집합투자업,,2007-04-09,12월,미래에셋자산운용(주),http://www.miraeasset.com,서울특별시,KRX:094800
코스피,아비스타,090370,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26,12월,장철진,http://avista.co.kr,서울특별시,KRX:090370
코스피,후성,093370,기초 화학물질 제조업,"불소화물 제조,도매",2006-12-22,12월,"송한주, 김용민",http://www.foosung.com,경기도,KRX:093370
코스피,LF,093050,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01,12월,"구본걸,오규식",http://www.lfcorp.com,서울특별시,KRX:093050
코스피,주연테크,044380,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발",2006-11-15,12월,김희라,http://www.jooyon.co.kr,서울특별시,KRX:044380
코스피,코스맥스비티아이,044820,기타 금융업,"화장품,의약부외품 제조,도매",2006-11-13,12월,이경수,http://www.cosmax.com,경기도,KRX:044820
코스피,인천도시가스,034590,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사,2006-11-07,12월,"정진혁, 이가원 (공동대표이사)",http://www.icgas.co.kr,인천광역시,KRX:034590
코스피,삼정펄프,009770,"펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매",2006-10-17,12월,전성오,http://www.sjpulp.com,경기도,KRX:009770
코스피,KEC,092220,반도체 제조업,반도체 제조,2006-10-16,12월,황창섭,http://www.kec.co.kr,서울특별시,KRX:092220
코스피,KPX홀딩스,092230,기타 금융업,지주회사,2006-10-12,12월,"양규모, 양준영",http://www.kpxholdings.com,서울특별시,KRX:092230
코스피,현대EP,089470,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,강창균,http://www.hyundai-ep.com,충청남도,KRX:089470
코스피,세원셀론텍,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",2006-07-31,12월,장정호,http://sewoncellontech.com,서울특별시,KRX:091090
코스피,노루페인트,090350,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,"한영재, 김수경(각자 대표이사)",,경기도,KRX:090350
코스피,아모레퍼시픽,090430,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 심상배",http://www.apgroup.com,서울특별시,KRX:090430
코스피,롯데관광개발,032350,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08,12월,"김기병, 백현",http://lottetour.com,서울특별시,KRX:032350
코스피,평화산업,090080,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",2006-06-02,12월,"김종석, 김동관",http://www.ph.co.kr,대구광역시,KRX:090080
코스피,우진플라임,049800,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",2006-05-24,12월,김익환,http://www.woojinplaimm.com,충청북도,KRX:049800
코스피,신세계I&C,035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18,12월,김장욱,http://www.shinsegae-inc.com,서울특별시,KRX:035510
코스피,진도,088790,기타 전문 도매업,"모피제품 제조,가공",2006-03-28,12월,임영준,http://www.jindofand.co.kr,서울특별시,KRX:088790
코스피,맥쿼리인프라,088980,신탁업 및 집합투자업,증권투자회사,2006-03-15,12월,맥쿼리자산운용(주),http://www.macquarie.com/kr/kr/mkif/index.html,서울특별시,KRX:088980
코스피,롯데쇼핑,023530,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09,12월,"이원준, 강희태",http://www.lotteshopping.com/,서울특별시,KRX:023530
코스피,현대글로비스,086280,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,김경배,http://www.glovis.net,서울특별시,KRX:086280
코스피,티비에이치글로벌,084870,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매",2005-12-19,12월,우종완,,서울특별시,KRX:084870
